Batch_ID,SKU,Batch_Quantity,Batch_Received_Date,Expiry_Date
BATCH_03851,SKU_0098,124,2023-06-10 10:00:00,2023-09-07 10:00:00
BATCH_03852,SKU_0209,103,2023-06-10 11:00:00,2024-03-03 11:00:00
BATCH_03853,SKU_0123,191,2023-06-10 12:00:00,2024-02-12 12:00:00
BATCH_03854,SKU_0282,72,2023-06-10 13:00:00,2023-11-15 13:00:00
BATCH_03855,SKU_0275,217,2023-06-10 14:00:00,2023-09-29 14:00:00
BATCH_03856,SKU_0129,74,2023-06-10 15:00:00,2023-10-05 15:00:00
BATCH_03857,SKU_0287,64,2023-06-10 16:00:00,2024-05-27 16:00:00
BATCH_03858,SKU_0019,23,2023-06-10 17:00:00,2024-03-27 17:00:00
BATCH_03859,SKU_0230,179,2023-06-10 18:00:00,2024-02-17 18:00:00
BATCH_03860,SKU_0270,223,2023-06-10 19:00:00,2024-04-28 19:00:00
BATCH_03861,SKU_0018,108,2023-06-10 20:00:00,2023-09-12 20:00:00
BATCH_03862,SKU_0277,283,2023-06-10 21:00:00,2023-12-31 21:00:00
BATCH_03863,SKU_0360,203,2023-06-10 22:00:00,2024-04-28 22:00:00
BATCH_03864,SKU_0067,168,2023-06-10 23:00:00,2024-02-07 23:00:00
BATCH_03865,SKU_0375,188,2023-06-11 00:00:00,2023-10-15 00:00:00
BATCH_03866,SKU_0317,111,2023-06-11 01:00:00,2024-02-28 01:00:00
BATCH_03867,SKU_0361,19,2023-06-11 02:00:00,2023-12-11 02:00:00
BATCH_03868,SKU_0304,50,2023-06-11 03:00:00,2023-09-20 03:00:00
BATCH_03869,SKU_0229,94,2023-06-11 04:00:00,2023-11-01 04:00:00
BATCH_03870,SKU_0116,69,2023-06-11 05:00:00,2024-01-19 05:00:00
BATCH_03871,SKU_0068,107,2023-06-11 06:00:00,2023-11-02 06:00:00
BATCH_03872,SKU_0239,294,2023-06-11 07:00:00,2024-03-31 07:00:00
BATCH_03873,SKU_0164,242,2023-06-11 08:00:00,2024-03-18 08:00:00
BATCH_03874,SKU_0091,240,2023-06-11 09:00:00,2024-03-13 09:00:00
BATCH_03875,SKU_0387,132,2023-06-11 10:00:00,2023-09-25 10:00:00
BATCH_03876,SKU_0301,69,2023-06-11 11:00:00,2023-11-12 11:00:00
BATCH_03877,SKU_0357,124,2023-06-11 12:00:00,2023-12-29 12:00:00
BATCH_03878,SKU_0065,57,2023-06-11 13:00:00,2023-12-27 13:00:00
BATCH_03879,SKU_0015,139,2023-06-11 14:00:00,2023-10-26 14:00:00
BATCH_03880,SKU_0178,191,2023-06-11 15:00:00,2024-03-08 15:00:00
BATCH_03881,SKU_0391,158,2023-06-11 16:00:00,2023-07-12 16:00:00
BATCH_03882,SKU_0137,59,2023-06-11 17:00:00,2024-03-10 17:00:00
BATCH_03883,SKU_0171,23,2023-06-11 18:00:00,2024-01-21 18:00:00
BATCH_03884,SKU_0100,53,2023-06-11 19:00:00,2024-03-01 19:00:00
BATCH_03885,SKU_0150,267,2023-06-11 20:00:00,2024-05-14 20:00:00
BATCH_03886,SKU_0145,27,2023-06-11 21:00:00,2023-07-12 21:00:00
BATCH_03887,SKU_0365,235,2023-06-11 22:00:00,2023-08-30 22:00:00
BATCH_03888,SKU_0330,289,2023-06-11 23:00:00,2024-04-28 23:00:00
BATCH_03889,SKU_0088,152,2023-06-12 00:00:00,2024-03-15 00:00:00
BATCH_03890,SKU_0202,81,2023-06-12 01:00:00,2023-11-29 01:00:00
BATCH_03891,SKU_0063,147,2023-06-12 02:00:00,2024-02-20 02:00:00
BATCH_03892,SKU_0388,214,2023-06-12 03:00:00,2023-10-05 03:00:00
BATCH_03893,SKU_0345,98,2023-06-12 04:00:00,2024-01-14 04:00:00
BATCH_03894,SKU_0243,161,2023-06-12 05:00:00,2024-02-04 05:00:00
BATCH_03895,SKU_0018,294,2023-06-12 06:00:00,2023-09-02 06:00:00
BATCH_03896,SKU_0079,224,2023-06-12 07:00:00,2023-10-23 07:00:00
BATCH_03897,SKU_0223,30,2023-06-12 08:00:00,2023-11-11 08:00:00
BATCH_03898,SKU_0367,267,2023-06-12 09:00:00,2024-04-06 09:00:00
BATCH_03899,SKU_0038,126,2023-06-12 10:00:00,2023-09-08 10:00:00
BATCH_03900,SKU_0023,190,2023-06-12 11:00:00,2023-11-03 11:00:00
BATCH_03901,SKU_0289,208,2023-06-12 12:00:00,2023-08-23 12:00:00
BATCH_03902,SKU_0161,60,2023-06-12 13:00:00,2023-11-05 13:00:00
BATCH_03903,SKU_0081,39,2023-06-12 14:00:00,2023-08-21 14:00:00
BATCH_03904,SKU_0324,100,2023-06-12 15:00:00,2024-02-26 15:00:00
BATCH_03905,SKU_0184,225,2023-06-12 16:00:00,2024-03-19 16:00:00
BATCH_03906,SKU_0351,246,2023-06-12 17:00:00,2023-07-31 17:00:00
BATCH_03907,SKU_0032,28,2023-06-12 18:00:00,2024-01-29 18:00:00
BATCH_03908,SKU_0394,219,2023-06-12 19:00:00,2023-08-20 19:00:00
BATCH_03909,SKU_0353,21,2023-06-12 20:00:00,2024-01-29 20:00:00
BATCH_03910,SKU_0233,50,2023-06-12 21:00:00,2024-02-23 21:00:00
BATCH_03911,SKU_0276,152,2023-06-12 22:00:00,2024-02-24 22:00:00
BATCH_03912,SKU_0155,143,2023-06-12 23:00:00,2024-04-03 23:00:00
BATCH_03913,SKU_0387,209,2023-06-13 00:00:00,2023-09-02 00:00:00
BATCH_03914,SKU_0267,255,2023-06-13 01:00:00,2024-01-30 01:00:00
BATCH_03915,SKU_0088,230,2023-06-13 02:00:00,2023-08-08 02:00:00
BATCH_03916,SKU_0352,35,2023-06-13 03:00:00,2024-03-01 03:00:00
BATCH_03917,SKU_0269,124,2023-06-13 04:00:00,2024-01-15 04:00:00
BATCH_03918,SKU_0135,183,2023-06-13 05:00:00,2024-04-05 05:00:00
BATCH_03919,SKU_0372,97,2023-06-13 06:00:00,2023-08-10 06:00:00
BATCH_03920,SKU_0021,188,2023-06-13 07:00:00,2024-02-24 07:00:00
BATCH_03921,SKU_0315,274,2023-06-13 08:00:00,2024-04-04 08:00:00
BATCH_03922,SKU_0103,274,2023-06-13 09:00:00,2023-10-24 09:00:00
BATCH_03923,SKU_0016,153,2023-06-13 10:00:00,2023-11-03 10:00:00
BATCH_03924,SKU_0320,223,2023-06-13 11:00:00,2024-03-15 11:00:00
BATCH_03925,SKU_0339,153,2023-06-13 12:00:00,2023-09-29 12:00:00
BATCH_03926,SKU_0006,138,2023-06-13 13:00:00,2023-12-15 13:00:00
BATCH_03927,SKU_0237,257,2023-06-13 14:00:00,2023-07-31 14:00:00
BATCH_03928,SKU_0005,96,2023-06-13 15:00:00,2023-12-25 15:00:00
BATCH_03929,SKU_0330,187,2023-06-13 16:00:00,2024-03-06 16:00:00
BATCH_03930,SKU_0154,202,2023-06-13 17:00:00,2023-07-13 17:00:00
BATCH_03931,SKU_0165,11,2023-06-13 18:00:00,2024-02-05 18:00:00
BATCH_03932,SKU_0055,128,2023-06-13 19:00:00,2024-02-20 19:00:00
BATCH_03933,SKU_0249,81,2023-06-13 20:00:00,2023-08-03 20:00:00
BATCH_03934,SKU_0013,87,2023-06-13 21:00:00,2024-01-17 21:00:00
BATCH_03935,SKU_0248,67,2023-06-13 22:00:00,2024-04-14 22:00:00
BATCH_03936,SKU_0259,255,2023-06-13 23:00:00,2023-09-25 23:00:00
BATCH_03937,SKU_0143,283,2023-06-14 00:00:00,2023-11-08 00:00:00
BATCH_03938,SKU_0066,282,2023-06-14 01:00:00,2024-05-27 01:00:00
BATCH_03939,SKU_0021,47,2023-06-14 02:00:00,2023-09-28 02:00:00
BATCH_03940,SKU_0302,155,2023-06-14 03:00:00,2023-12-20 03:00:00
BATCH_03941,SKU_0279,249,2023-06-14 04:00:00,2023-11-15 04:00:00
BATCH_03942,SKU_0216,78,2023-06-14 05:00:00,2024-02-22 05:00:00
BATCH_03943,SKU_0062,55,2023-06-14 06:00:00,2024-04-17 06:00:00
BATCH_03944,SKU_0027,122,2023-06-14 07:00:00,2024-01-13 07:00:00
BATCH_03945,SKU_0083,256,2023-06-14 08:00:00,2023-08-24 08:00:00
BATCH_03946,SKU_0007,88,2023-06-14 09:00:00,2024-06-11 09:00:00
BATCH_03947,SKU_0216,33,2023-06-14 10:00:00,2024-02-02 10:00:00
BATCH_03948,SKU_0271,68,2023-06-14 11:00:00,2023-12-04 11:00:00
BATCH_03949,SKU_0357,58,2023-06-14 12:00:00,2023-11-28 12:00:00
BATCH_03950,SKU_0063,186,2023-06-14 13:00:00,2024-04-10 13:00:00
BATCH_03951,SKU_0100,171,2023-06-14 14:00:00,2023-09-01 14:00:00
BATCH_03952,SKU_0201,49,2023-06-14 15:00:00,2023-10-04 15:00:00
BATCH_03953,SKU_0094,63,2023-06-14 16:00:00,2023-08-16 16:00:00
BATCH_03954,SKU_0321,121,2023-06-14 17:00:00,2024-02-04 17:00:00
BATCH_03955,SKU_0147,29,2023-06-14 18:00:00,2024-01-15 18:00:00
BATCH_03956,SKU_0157,117,2023-06-14 19:00:00,2024-02-26 19:00:00
BATCH_03957,SKU_0013,142,2023-06-14 20:00:00,2024-05-29 20:00:00
BATCH_03958,SKU_0079,102,2023-06-14 21:00:00,2024-03-21 21:00:00
BATCH_03959,SKU_0292,142,2023-06-14 22:00:00,2024-06-05 22:00:00
BATCH_03960,SKU_0191,283,2023-06-14 23:00:00,2023-09-06 23:00:00
BATCH_03961,SKU_0041,45,2023-06-15 00:00:00,2024-06-07 00:00:00
BATCH_03962,SKU_0316,173,2023-06-15 01:00:00,2024-03-01 01:00:00
BATCH_03963,SKU_0233,91,2023-06-15 02:00:00,2023-09-13 02:00:00
BATCH_03964,SKU_0215,160,2023-06-15 03:00:00,2023-12-01 03:00:00
BATCH_03965,SKU_0353,227,2023-06-15 04:00:00,2023-09-21 04:00:00
BATCH_03966,SKU_0209,298,2023-06-15 05:00:00,2023-11-30 05:00:00
BATCH_03967,SKU_0113,55,2023-06-15 06:00:00,2023-09-20 06:00:00
BATCH_03968,SKU_0053,229,2023-06-15 07:00:00,2023-12-10 07:00:00
BATCH_03969,SKU_0074,291,2023-06-15 08:00:00,2024-03-21 08:00:00
BATCH_03970,SKU_0349,27,2023-06-15 09:00:00,2024-04-04 09:00:00
BATCH_03971,SKU_0294,288,2023-06-15 10:00:00,2023-11-10 10:00:00
BATCH_03972,SKU_0037,36,2023-06-15 11:00:00,2024-01-19 11:00:00
BATCH_03973,SKU_0063,263,2023-06-15 12:00:00,2023-09-02 12:00:00
BATCH_03974,SKU_0171,148,2023-06-15 13:00:00,2024-05-14 13:00:00
BATCH_03975,SKU_0234,132,2023-06-15 14:00:00,2023-11-10 14:00:00
BATCH_03976,SKU_0047,59,2023-06-15 15:00:00,2024-06-12 15:00:00
BATCH_03977,SKU_0331,290,2023-06-15 16:00:00,2024-03-02 16:00:00
BATCH_03978,SKU_0288,222,2023-06-15 17:00:00,2024-06-01 17:00:00
BATCH_03979,SKU_0321,52,2023-06-15 18:00:00,2024-02-12 18:00:00
BATCH_03980,SKU_0175,10,2023-06-15 19:00:00,2024-03-16 19:00:00
BATCH_03981,SKU_0162,69,2023-06-15 20:00:00,2024-01-04 20:00:00
BATCH_03982,SKU_0272,175,2023-06-15 21:00:00,2024-05-05 21:00:00
BATCH_03983,SKU_0336,280,2023-06-15 22:00:00,2023-11-27 22:00:00
BATCH_03984,SKU_0124,119,2023-06-15 23:00:00,2024-01-28 23:00:00
BATCH_03985,SKU_0121,121,2023-06-16 00:00:00,2023-08-14 00:00:00
BATCH_03986,SKU_0075,115,2023-06-16 01:00:00,2023-09-22 01:00:00
BATCH_03987,SKU_0103,252,2023-06-16 02:00:00,2024-04-23 02:00:00
BATCH_03988,SKU_0098,85,2023-06-16 03:00:00,2023-08-13 03:00:00
BATCH_03989,SKU_0160,230,2023-06-16 04:00:00,2023-11-17 04:00:00
BATCH_03990,SKU_0146,241,2023-06-16 05:00:00,2024-05-05 05:00:00
BATCH_03991,SKU_0019,221,2023-06-16 06:00:00,2024-01-01 06:00:00
BATCH_03992,SKU_0207,262,2023-06-16 07:00:00,2023-12-26 07:00:00
BATCH_03993,SKU_0189,264,2023-06-16 08:00:00,2023-12-05 08:00:00
BATCH_03994,SKU_0204,13,2023-06-16 09:00:00,2024-05-06 09:00:00
BATCH_03995,SKU_0211,32,2023-06-16 10:00:00,2024-02-27 10:00:00
BATCH_03996,SKU_0297,93,2023-06-16 11:00:00,2024-01-21 11:00:00
BATCH_03997,SKU_0102,16,2023-06-16 12:00:00,2023-09-13 12:00:00
BATCH_03998,SKU_0362,166,2023-06-16 13:00:00,2023-10-12 13:00:00
BATCH_03999,SKU_0256,80,2023-06-16 14:00:00,2024-03-02 14:00:00
BATCH_04000,SKU_0107,292,2023-06-16 15:00:00,2023-07-31 15:00:00
BATCH_04001,SKU_0022,106,2023-06-16 16:00:00,2023-12-27 16:00:00
BATCH_04002,SKU_0134,13,2023-06-16 17:00:00,2023-09-09 17:00:00
BATCH_04003,SKU_0132,253,2023-06-16 18:00:00,2023-08-25 18:00:00
BATCH_04004,SKU_0347,186,2023-06-16 19:00:00,2023-10-07 19:00:00
BATCH_04005,SKU_0287,188,2023-06-16 20:00:00,2024-02-10 20:00:00
BATCH_04006,SKU_0143,201,2023-06-16 21:00:00,2024-01-03 21:00:00
BATCH_04007,SKU_0149,235,2023-06-16 22:00:00,2024-05-13 22:00:00
BATCH_04008,SKU_0145,110,2023-06-16 23:00:00,2023-11-20 23:00:00
BATCH_04009,SKU_0177,108,2023-06-17 00:00:00,2023-09-17 00:00:00
BATCH_04010,SKU_0019,114,2023-06-17 01:00:00,2024-02-12 01:00:00
BATCH_04011,SKU_0049,178,2023-06-17 02:00:00,2023-11-10 02:00:00
BATCH_04012,SKU_0156,204,2023-06-17 03:00:00,2024-03-02 03:00:00
BATCH_04013,SKU_0011,32,2023-06-17 04:00:00,2024-01-24 04:00:00
BATCH_04014,SKU_0121,269,2023-06-17 05:00:00,2023-08-06 05:00:00
BATCH_04015,SKU_0236,99,2023-06-17 06:00:00,2023-11-26 06:00:00
BATCH_04016,SKU_0105,182,2023-06-17 07:00:00,2023-11-11 07:00:00
BATCH_04017,SKU_0365,242,2023-06-17 08:00:00,2024-02-21 08:00:00
BATCH_04018,SKU_0205,248,2023-06-17 09:00:00,2023-11-11 09:00:00
BATCH_04019,SKU_0380,223,2023-06-17 10:00:00,2023-09-06 10:00:00
BATCH_04020,SKU_0210,195,2023-06-17 11:00:00,2023-12-17 11:00:00
BATCH_04021,SKU_0139,155,2023-06-17 12:00:00,2023-09-22 12:00:00
BATCH_04022,SKU_0228,244,2023-06-17 13:00:00,2024-03-24 13:00:00
BATCH_04023,SKU_0003,150,2023-06-17 14:00:00,2024-05-16 14:00:00
BATCH_04024,SKU_0138,93,2023-06-17 15:00:00,2024-04-28 15:00:00
BATCH_04025,SKU_0175,38,2023-06-17 16:00:00,2024-01-14 16:00:00
BATCH_04026,SKU_0243,12,2023-06-17 17:00:00,2024-03-26 17:00:00
BATCH_04027,SKU_0209,267,2023-06-17 18:00:00,2024-02-16 18:00:00
BATCH_04028,SKU_0363,47,2023-06-17 19:00:00,2023-08-05 19:00:00
BATCH_04029,SKU_0105,161,2023-06-17 20:00:00,2023-09-29 20:00:00
BATCH_04030,SKU_0011,88,2023-06-17 21:00:00,2023-09-14 21:00:00
BATCH_04031,SKU_0215,103,2023-06-17 22:00:00,2024-04-19 22:00:00
BATCH_04032,SKU_0177,170,2023-06-17 23:00:00,2024-06-07 23:00:00
BATCH_04033,SKU_0289,259,2023-06-18 00:00:00,2024-04-06 00:00:00
BATCH_04034,SKU_0166,76,2023-06-18 01:00:00,2023-07-28 01:00:00
BATCH_04035,SKU_0285,127,2023-06-18 02:00:00,2023-08-07 02:00:00
BATCH_04036,SKU_0382,206,2023-06-18 03:00:00,2023-07-30 03:00:00
BATCH_04037,SKU_0184,59,2023-06-18 04:00:00,2023-12-13 04:00:00
BATCH_04038,SKU_0285,144,2023-06-18 05:00:00,2024-05-18 05:00:00
BATCH_04039,SKU_0071,292,2023-06-18 06:00:00,2023-12-25 06:00:00
BATCH_04040,SKU_0281,297,2023-06-18 07:00:00,2024-05-10 07:00:00
BATCH_04041,SKU_0236,54,2023-06-18 08:00:00,2024-04-19 08:00:00
BATCH_04042,SKU_0227,277,2023-06-18 09:00:00,2024-01-04 09:00:00
BATCH_04043,SKU_0354,161,2023-06-18 10:00:00,2024-06-07 10:00:00
BATCH_04044,SKU_0236,117,2023-06-18 11:00:00,2024-01-09 11:00:00
BATCH_04045,SKU_0059,193,2023-06-18 12:00:00,2024-01-28 12:00:00
BATCH_04046,SKU_0329,295,2023-06-18 13:00:00,2024-04-12 13:00:00
BATCH_04047,SKU_0342,161,2023-06-18 14:00:00,2024-04-15 14:00:00
BATCH_04048,SKU_0305,219,2023-06-18 15:00:00,2023-09-03 15:00:00
BATCH_04049,SKU_0048,111,2023-06-18 16:00:00,2023-11-27 16:00:00
BATCH_04050,SKU_0324,73,2023-06-18 17:00:00,2023-07-19 17:00:00
BATCH_04051,SKU_0360,135,2023-06-18 18:00:00,2024-03-01 18:00:00
BATCH_04052,SKU_0397,167,2023-06-18 19:00:00,2023-11-15 19:00:00
BATCH_04053,SKU_0166,268,2023-06-18 20:00:00,2024-03-09 20:00:00
BATCH_04054,SKU_0284,23,2023-06-18 21:00:00,2024-05-07 21:00:00
BATCH_04055,SKU_0113,193,2023-06-18 22:00:00,2023-09-09 22:00:00
BATCH_04056,SKU_0359,120,2023-06-18 23:00:00,2023-08-16 23:00:00
BATCH_04057,SKU_0167,260,2023-06-19 00:00:00,2024-04-06 00:00:00
BATCH_04058,SKU_0295,57,2023-06-19 01:00:00,2023-10-10 01:00:00
BATCH_04059,SKU_0079,21,2023-06-19 02:00:00,2023-09-19 02:00:00
BATCH_04060,SKU_0169,283,2023-06-19 03:00:00,2024-04-27 03:00:00
BATCH_04061,SKU_0339,41,2023-06-19 04:00:00,2023-09-19 04:00:00
BATCH_04062,SKU_0269,85,2023-06-19 05:00:00,2023-12-28 05:00:00
BATCH_04063,SKU_0100,47,2023-06-19 06:00:00,2024-03-29 06:00:00
BATCH_04064,SKU_0264,57,2023-06-19 07:00:00,2024-01-20 07:00:00
BATCH_04065,SKU_0389,19,2023-06-19 08:00:00,2023-12-01 08:00:00
BATCH_04066,SKU_0217,186,2023-06-19 09:00:00,2023-08-16 09:00:00
BATCH_04067,SKU_0100,22,2023-06-19 10:00:00,2023-07-26 10:00:00
BATCH_04068,SKU_0119,243,2023-06-19 11:00:00,2024-01-05 11:00:00
BATCH_04069,SKU_0144,249,2023-06-19 12:00:00,2023-08-10 12:00:00
BATCH_04070,SKU_0045,202,2023-06-19 13:00:00,2023-08-31 13:00:00
BATCH_04071,SKU_0044,205,2023-06-19 14:00:00,2024-06-09 14:00:00
BATCH_04072,SKU_0021,137,2023-06-19 15:00:00,2023-12-08 15:00:00
BATCH_04073,SKU_0297,59,2023-06-19 16:00:00,2024-02-27 16:00:00
BATCH_04074,SKU_0228,152,2023-06-19 17:00:00,2024-05-05 17:00:00
BATCH_04075,SKU_0325,32,2023-06-19 18:00:00,2023-08-05 18:00:00
BATCH_04076,SKU_0042,117,2023-06-19 19:00:00,2023-09-18 19:00:00
BATCH_04077,SKU_0296,53,2023-06-19 20:00:00,2024-02-18 20:00:00
BATCH_04078,SKU_0240,178,2023-06-19 21:00:00,2023-11-01 21:00:00
BATCH_04079,SKU_0049,38,2023-06-19 22:00:00,2024-01-21 22:00:00
BATCH_04080,SKU_0228,41,2023-06-19 23:00:00,2024-04-14 23:00:00
BATCH_04081,SKU_0390,11,2023-06-20 00:00:00,2023-12-18 00:00:00
BATCH_04082,SKU_0200,31,2023-06-20 01:00:00,2023-08-08 01:00:00
BATCH_04083,SKU_0065,219,2023-06-20 02:00:00,2023-11-10 02:00:00
BATCH_04084,SKU_0001,226,2023-06-20 03:00:00,2023-07-23 03:00:00
BATCH_04085,SKU_0227,156,2023-06-20 04:00:00,2024-04-06 04:00:00
BATCH_04086,SKU_0228,60,2023-06-20 05:00:00,2024-01-11 05:00:00
BATCH_04087,SKU_0268,155,2023-06-20 06:00:00,2023-10-30 06:00:00
BATCH_04088,SKU_0280,24,2023-06-20 07:00:00,2024-05-23 07:00:00
BATCH_04089,SKU_0264,137,2023-06-20 08:00:00,2023-09-18 08:00:00
BATCH_04090,SKU_0270,168,2023-06-20 09:00:00,2023-10-22 09:00:00
BATCH_04091,SKU_0325,38,2023-06-20 10:00:00,2024-02-13 10:00:00
BATCH_04092,SKU_0125,141,2023-06-20 11:00:00,2023-09-07 11:00:00
BATCH_04093,SKU_0184,230,2023-06-20 12:00:00,2024-05-02 12:00:00
BATCH_04094,SKU_0300,135,2023-06-20 13:00:00,2024-04-03 13:00:00
BATCH_04095,SKU_0386,281,2023-06-20 14:00:00,2023-12-31 14:00:00
BATCH_04096,SKU_0160,270,2023-06-20 15:00:00,2024-02-11 15:00:00
BATCH_04097,SKU_0338,182,2023-06-20 16:00:00,2023-11-05 16:00:00
BATCH_04098,SKU_0087,245,2023-06-20 17:00:00,2023-10-20 17:00:00
BATCH_04099,SKU_0040,76,2023-06-20 18:00:00,2023-11-21 18:00:00
BATCH_04100,SKU_0074,163,2023-06-20 19:00:00,2024-06-05 19:00:00
BATCH_04101,SKU_0375,149,2023-06-20 20:00:00,2024-03-20 20:00:00
BATCH_04102,SKU_0376,248,2023-06-20 21:00:00,2023-10-25 21:00:00
BATCH_04103,SKU_0160,103,2023-06-20 22:00:00,2024-06-16 22:00:00
BATCH_04104,SKU_0205,93,2023-06-20 23:00:00,2024-02-05 23:00:00
BATCH_04105,SKU_0252,246,2023-06-21 00:00:00,2023-10-12 00:00:00
BATCH_04106,SKU_0348,59,2023-06-21 01:00:00,2023-08-30 01:00:00
BATCH_04107,SKU_0363,135,2023-06-21 02:00:00,2024-04-25 02:00:00
BATCH_04108,SKU_0364,218,2023-06-21 03:00:00,2023-09-25 03:00:00
BATCH_04109,SKU_0178,46,2023-06-21 04:00:00,2024-02-14 04:00:00
BATCH_04110,SKU_0179,154,2023-06-21 05:00:00,2023-09-20 05:00:00
BATCH_04111,SKU_0312,98,2023-06-21 06:00:00,2024-01-05 06:00:00
BATCH_04112,SKU_0369,141,2023-06-21 07:00:00,2023-08-12 07:00:00
BATCH_04113,SKU_0111,69,2023-06-21 08:00:00,2023-08-07 08:00:00
BATCH_04114,SKU_0132,169,2023-06-21 09:00:00,2023-11-26 09:00:00
BATCH_04115,SKU_0142,247,2023-06-21 10:00:00,2024-06-08 10:00:00
BATCH_04116,SKU_0252,70,2023-06-21 11:00:00,2023-10-20 11:00:00
BATCH_04117,SKU_0146,124,2023-06-21 12:00:00,2023-07-22 12:00:00
BATCH_04118,SKU_0087,235,2023-06-21 13:00:00,2023-09-28 13:00:00
BATCH_04119,SKU_0322,173,2023-06-21 14:00:00,2024-02-04 14:00:00
BATCH_04120,SKU_0266,60,2023-06-21 15:00:00,2024-04-02 15:00:00
BATCH_04121,SKU_0096,87,2023-06-21 16:00:00,2023-07-31 16:00:00
BATCH_04122,SKU_0103,258,2023-06-21 17:00:00,2023-09-26 17:00:00
BATCH_04123,SKU_0214,114,2023-06-21 18:00:00,2024-05-10 18:00:00
BATCH_04124,SKU_0161,295,2023-06-21 19:00:00,2024-02-12 19:00:00
BATCH_04125,SKU_0001,246,2023-06-21 20:00:00,2023-09-07 20:00:00
BATCH_04126,SKU_0014,131,2023-06-21 21:00:00,2024-06-13 21:00:00
BATCH_04127,SKU_0094,72,2023-06-21 22:00:00,2024-03-06 22:00:00
BATCH_04128,SKU_0220,60,2023-06-21 23:00:00,2024-05-11 23:00:00
BATCH_04129,SKU_0392,21,2023-06-22 00:00:00,2024-05-03 00:00:00
BATCH_04130,SKU_0396,59,2023-06-22 01:00:00,2024-02-08 01:00:00
BATCH_04131,SKU_0010,213,2023-06-22 02:00:00,2024-01-02 02:00:00
BATCH_04132,SKU_0296,276,2023-06-22 03:00:00,2023-08-29 03:00:00
BATCH_04133,SKU_0360,128,2023-06-22 04:00:00,2024-01-18 04:00:00
BATCH_04134,SKU_0342,140,2023-06-22 05:00:00,2024-01-20 05:00:00
BATCH_04135,SKU_0289,147,2023-06-22 06:00:00,2024-05-03 06:00:00
BATCH_04136,SKU_0342,169,2023-06-22 07:00:00,2024-03-26 07:00:00
BATCH_04137,SKU_0104,52,2023-06-22 08:00:00,2024-04-12 08:00:00
BATCH_04138,SKU_0350,154,2023-06-22 09:00:00,2024-01-03 09:00:00
BATCH_04139,SKU_0249,95,2023-06-22 10:00:00,2024-04-18 10:00:00
BATCH_04140,SKU_0138,114,2023-06-22 11:00:00,2024-04-07 11:00:00
BATCH_04141,SKU_0358,156,2023-06-22 12:00:00,2024-04-02 12:00:00
BATCH_04142,SKU_0231,17,2023-06-22 13:00:00,2024-03-22 13:00:00
BATCH_04143,SKU_0126,22,2023-06-22 14:00:00,2023-12-13 14:00:00
BATCH_04144,SKU_0013,259,2023-06-22 15:00:00,2024-02-04 15:00:00
BATCH_04145,SKU_0288,149,2023-06-22 16:00:00,2023-08-17 16:00:00
BATCH_04146,SKU_0115,256,2023-06-22 17:00:00,2024-05-22 17:00:00
BATCH_04147,SKU_0376,254,2023-06-22 18:00:00,2023-09-20 18:00:00
BATCH_04148,SKU_0215,88,2023-06-22 19:00:00,2023-08-23 19:00:00
BATCH_04149,SKU_0031,244,2023-06-22 20:00:00,2024-06-20 20:00:00
BATCH_04150,SKU_0129,166,2023-06-22 21:00:00,2023-11-17 21:00:00
BATCH_04151,SKU_0183,90,2023-06-22 22:00:00,2024-02-19 22:00:00
BATCH_04152,SKU_0386,242,2023-06-22 23:00:00,2023-07-30 23:00:00
BATCH_04153,SKU_0142,192,2023-06-23 00:00:00,2023-10-29 00:00:00
BATCH_04154,SKU_0048,224,2023-06-23 01:00:00,2024-02-25 01:00:00
BATCH_04155,SKU_0065,180,2023-06-23 02:00:00,2024-04-26 02:00:00
BATCH_04156,SKU_0316,297,2023-06-23 03:00:00,2023-12-23 03:00:00
BATCH_04157,SKU_0099,290,2023-06-23 04:00:00,2023-12-29 04:00:00
BATCH_04158,SKU_0156,45,2023-06-23 05:00:00,2023-10-04 05:00:00
BATCH_04159,SKU_0234,24,2023-06-23 06:00:00,2024-06-09 06:00:00
BATCH_04160,SKU_0263,285,2023-06-23 07:00:00,2024-05-18 07:00:00
BATCH_04161,SKU_0032,210,2023-06-23 08:00:00,2024-02-21 08:00:00
BATCH_04162,SKU_0203,282,2023-06-23 09:00:00,2023-08-07 09:00:00
BATCH_04163,SKU_0124,185,2023-06-23 10:00:00,2023-12-25 10:00:00
BATCH_04164,SKU_0365,97,2023-06-23 11:00:00,2023-07-23 11:00:00
BATCH_04165,SKU_0299,201,2023-06-23 12:00:00,2023-10-15 12:00:00
BATCH_04166,SKU_0317,82,2023-06-23 13:00:00,2023-10-13 13:00:00
BATCH_04167,SKU_0072,73,2023-06-23 14:00:00,2023-08-30 14:00:00
BATCH_04168,SKU_0011,145,2023-06-23 15:00:00,2024-04-20 15:00:00
BATCH_04169,SKU_0298,230,2023-06-23 16:00:00,2023-10-09 16:00:00
BATCH_04170,SKU_0107,198,2023-06-23 17:00:00,2023-12-04 17:00:00
BATCH_04171,SKU_0118,215,2023-06-23 18:00:00,2024-06-20 18:00:00
BATCH_04172,SKU_0220,14,2023-06-23 19:00:00,2024-03-05 19:00:00
BATCH_04173,SKU_0371,232,2023-06-23 20:00:00,2024-05-11 20:00:00
BATCH_04174,SKU_0127,158,2023-06-23 21:00:00,2023-12-12 21:00:00
